Index,Text,Label
952,Love is all we need.,2
953,I can't stop crying.,0
954,Things never go my way.,0
955,Love is all we need.,2
956,Totally caught off guard by this!,5
957,I wish I could escape this sadness.,0
958,This is terrifying!,4
959,I'm so scared right now.,4
960,I never expected this outcome!,5
961,Love is the best feeling.,2
962,This is absolutely unacceptable!,3
963,Everything is just perfect.,1
964,Life is beautiful!,1
965,Missing those happy times.,0
966,What a wonderful day!,1
967,This is absolutely unacceptable!,3
968,I can't stop shaking from fear.,4
969,What a wonderful day!,1
970,I'm so frustrated right now!,3
971,I wish I could escape this sadness.,0
972,"I don't know what to do, I'm so afraid.",4
973,Life is beautiful!,1
974,I'm so frustrated right now!,3
975,You mean the world to me.,2
976,This is absolutely unacceptable!,3
977,Love is all we need.,2
978,I'm speechless from this surprise!,5
979,This is absolutely unacceptable!,3
980,What a wonderful day!,1
981,Life is beautiful!,1
982,What a shock!,5
983,Love is all we need.,2
984,Falling in love all over again.,2
985,I'm speechless from this surprise!,5
986,I'm speechless from this surprise!,5
987,I'm so scared right now.,4
988,This is beyond frustrating.,3
989,This is terrifying!,4
990,I love you more than words can say.,2
991,What a shock!,5
992,Everything is just perfect.,1
993,Today is an amazing day!,1
994,Everything feels grey today.,0
995,Surprised in the best way possible!,5
996,This is my worst nightmare.,4
997,I can't believe this is happening!,3
998,I'm feeling low.,0
999,I wish I could escape this sadness.,0
1000,Feeling on top of the world!,1
1001,This is completely unexpected!,5
1002,Why does fear control me like this?,4
1003,Surprised in the best way possible!,5
1004,Missing those happy times.,0
1005,This is beyond frustrating.,3
1006,My heart skips a beat every time I see you.,2
1007,I'm feeling low.,0
1008,I'm about to explode with anger.,3
1009,Everything is just perfect.,1
1010,So angry I could scream!,3
1011,I'm about to explode with anger.,3
1012,I'm so frustrated right now!,3
1013,I am so happy right now!,1
1014,I feel blessed!,1
1015,Feeling on top of the world!,1
1016,All I feel is emptiness.,0
1017,Feeling on top of the world!,1
1018,How can people be so inconsiderate?,3
1019,This is terrifying!,4
1020,What a wonderful day!,1
1021,I can't believe this just happened!,5
1022,I'm about to explode with anger.,3
1023,"I don't know what to do, I'm so afraid.",4
1024,Why does everything feel so hopeless?,0
1025,I'm so grateful for everything!,1
1026,Love is all we need.,2
1027,I can't believe this just happened!,5
1028,Life just feels so unfair right now.,0
1029,"Wow, I didn't see that coming!",5
1030,This is absolutely unacceptable!,3
1031,I'm about to explode with anger.,3
1032,I can't stop crying.,0
1033,This is completely unexpected!,5
1034,"Wow, I didn't see that coming!",5
1035,Love is the best feeling.,2
1036,I can't stop shaking from fear.,4
1037,Can't stop smiling today!,1
1038,You mean the world to me.,2
1039,Can't stop smiling today!,1
1040,I can't stop crying.,0
1041,I can't believe this is happening!,3
1042,Missing those happy times.,0
1043,Why does fear control me like this?,4
1044,Life is beautiful!,1
1045,This is completely unexpected!,5
1046,Love makes everything better.,2
1047,I can't stop shaking from fear.,4
1048,Missing those happy times.,0
1049,I can't believe this is happening!,3
1050,Love makes everything better.,2
1051,This has blown my mind!,5
1052,I'm speechless from this surprise!,5
1053,I love you more than words can say.,2
1054,"I can't breathe, I'm so scared.",4
1055,My heart skips a beat every time I see you.,2
1056,Fear is taking over me.,4
1057,Totally caught off guard by this!,5
1058,You mean the world to me.,2
1059,I wish I could escape this sadness.,0
1060,"I can't breathe, I'm so scared.",4
1061,This is infuriating!,3
1062,All I feel is emptiness.,0
1063,You complete me.,2
1064,Life just feels so unfair right now.,0
1065,Life just feels so unfair right now.,0
1066,I can't take this anymore!,3
1067,I never expected this outcome!,5
1068,You complete me.,2
1069,I can't stop crying.,0
1070,I feel blessed!,1
1071,All I feel is emptiness.,0
1072,What a pleasant surprise!,5
1073,My heart skips a beat every time I see you.,2
1074,My heart skips a beat every time I see you.,2
1075,How can people be so inconsiderate?,3
1076,I can't believe this is happening!,3
1077,You mean the world to me.,2
1078,People are just the worst sometimes!,3
1079,I'm so scared right now.,4
1080,Missing those happy times.,0
1081,I'm speechless from this surprise!,5
1082,I'm frozen in fear.,4
1083,I'm about to explode with anger.,3
1084,Everything is just perfect.,1
1085,Love is the best feeling.,2
1086,This is beyond frustrating.,3
1087,Can't stop smiling today!,1
1088,Why does everything feel so hopeless?,0
1089,This is my worst nightmare.,4
1090,This is completely unexpected!,5
1091,I can't stop shaking from fear.,4
1092,Today is an amazing day!,1
1093,"I don't know what to do, I'm so afraid.",4
1094,Feeling on top of the world!,1
1095,I'm so grateful for everything!,1
1096,Everything is just perfect.,1
1097,So angry I could scream!,3
1098,I never expected this outcome!,5
1099,Life just feels so unfair right now.,0
1100,This is terrifying!,4
1101,"I can't breathe, I'm so scared.",4
1102,I can't stop shaking from fear.,4
1103,I never expected this outcome!,5
1104,This is my worst nightmare.,4
1105,Why does fear control me like this?,4
1106,"I don't know what to do, I'm so afraid.",4
1107,Things never go my way.,0
1108,How can people be so inconsiderate?,3
1109,Totally caught off guard by this!,5
1110,I'm so scared right now.,4
1111,I can't imagine life without you.,2
1112,Life just feels so unfair right now.,0
1113,I'm feeling low.,0
1114,Love makes everything better.,2
1115,I'm speechless from this surprise!,5
1116,Happiness is all around!,1
1117,How can people be so inconsiderate?,3
1118,The fear is overwhelming.,4
1119,I can't stop crying.,0
1120,Things never go my way.,0
1121,I love you more than words can say.,2
1122,So angry I could scream!,3
1123,I'm speechless from this surprise!,5
1124,I am so happy right now!,1
1125,Love makes everything better.,2
1126,You complete me.,2
1127,I'm speechless from this surprise!,5
1128,Falling in love all over again.,2
1129,I'm frozen in fear.,4
1130,"I can't breathe, I'm so scared.",4
1131,Things never go my way.,0
1132,I can't believe this is happening!,3
1133,Life is beautiful!,1
1134,What a pleasant surprise!,5
1135,This is infuriating!,3
1136,This is infuriating!,3
1137,I'm so scared right now.,4
1138,Life just feels so unfair right now.,0
1139,What a wonderful day!,1
1140,This is absolutely unacceptable!,3
1141,What a shock!,5
1142,My heart skips a beat every time I see you.,2
1143,I can't stop crying.,0
1144,Fear is taking over me.,4
1145,I can't imagine life without you.,2
1146,Happiness is all around!,1
1147,I'm so grateful for everything!,1
1148,My heart is so full of love.,2
1149,I wish I could escape this sadness.,0
1150,I'm so frustrated right now!,3
1151,What a shock!,5
1152,Surprised in the best way possible!,5
1153,I'm so frustrated right now!,3
1154,Fear is taking over me.,4
1155,This is completely unexpected!,5
1156,This has blown my mind!,5
1157,The fear is overwhelming.,4
1158,My heart skips a beat every time I see you.,2
1159,I love you more than words can say.,2
1160,Everything feels grey today.,0
1161,Life is beautiful!,1
1162,Falling in love all over again.,2
1163,People are just the worst sometimes!,3
1164,Love is all we need.,2
1165,Surprised in the best way possible!,5
1166,I wish I could escape this sadness.,0
1167,I never expected this outcome!,5
1168,I feel blessed!,1
1169,What a shock!,5
1170,This is beyond frustrating.,3
1171,Feeling on top of the world!,1
1172,This is absolutely unacceptable!,3
1173,I am so happy right now!,1
1174,Feeling so down today.,0
1175,"I don't know what to do, I'm so afraid.",4
1176,Love makes everything better.,2
1177,The fear is overwhelming.,4
1178,What a wonderful day!,1
1179,This is completely unexpected!,5
1180,Everything feels grey today.,0
1181,Why does everything feel so hopeless?,0
1182,Everything is just perfect.,1
1183,This is completely unexpected!,5
1184,I'm so scared right now.,4
1185,I can't imagine life without you.,2
1186,I can't take this anymore!,3
1187,I'm so grateful for everything!,1
1188,Love is the best feeling.,2
1189,The fear is overwhelming.,4
1190,I can't imagine life without you.,2
1191,Today is an amazing day!,1
1192,"I can't breathe, I'm so scared.",4
1193,I'm feeling low.,0
1194,I wish I could escape this sadness.,0
1195,I can't imagine life without you.,2
1196,I love you more than words can say.,2
1197,I'm frozen in fear.,4
1198,Happiness is all around!,1
1199,This has blown my mind!,5
1200,Totally caught off guard by this!,5
1201,Surprised in the best way possible!,5
1202,I can't take this anymore!,3
1203,I'm feeling low.,0
1204,This is beyond frustrating.,3
1205,I can't believe this just happened!,5
1206,I'm feeling low.,0
1207,"I can't breathe, I'm so scared.",4
1208,Falling in love all over again.,2
1209,So angry I could scream!,3
1210,This is completely unexpected!,5
1211,This is my worst nightmare.,4
1212,Today is an amazing day!,1
1213,This is absolutely unacceptable!,3
1214,This is infuriating!,3
1215,I wish I could escape this sadness.,0
1216,I'm so scared right now.,4
1217,I'm frozen in fear.,4
1218,I can't stop crying.,0
1219,People are just the worst sometimes!,3
1220,How can people be so inconsiderate?,3
1221,I'm speechless from this surprise!,5
1222,Feeling so down today.,0
1223,You complete me.,2
1224,I'm speechless from this surprise!,5
1225,Life is beautiful!,1
1226,"I don't know what to do, I'm so afraid.",4
1227,I can't take this anymore!,3
1228,Totally caught off guard by this!,5
1229,This has blown my mind!,5
1230,Missing those happy times.,0
1231,"Wow, I didn't see that coming!",5
1232,I'm so scared right now.,4
1233,I wish I could escape this sadness.,0
1234,What a wonderful day!,1
1235,I am so happy right now!,1
1236,I'm feeling low.,0
1237,I'm speechless from this surprise!,5
1238,Everything is just perfect.,1
1239,Totally caught off guard by this!,5
1240,This is terrifying!,4
1241,People are just the worst sometimes!,3
1242,You mean the world to me.,2
1243,What a shock!,5
1244,I'm so grateful for everything!,1
1245,I can't stop shaking from fear.,4
1246,How can people be so inconsiderate?,3
1247,How can people be so inconsiderate?,3
1248,"I can't breathe, I'm so scared.",4
1249,What a shock!,5
1250,What a pleasant surprise!,5
1251,How can people be so inconsiderate?,3
1252,I can't stop shaking from fear.,4
1253,How can people be so inconsiderate?,3
1254,I'm so grateful for everything!,1
1255,"I don't know what to do, I'm so afraid.",4
1256,I'm so frustrated right now!,3
1257,Love is the best feeling.,2
1258,I love you more than words can say.,2
1259,This has blown my mind!,5
1260,People are just the worst sometimes!,3
1261,I'm so frustrated right now!,3
1262,Why does fear control me like this?,4
1263,I'm frozen in fear.,4
1264,I can't stop shaking from fear.,4
1265,I'm so frustrated right now!,3
1266,Love is all we need.,2
1267,Everything feels grey today.,0
1268,I can't stop shaking from fear.,4
1269,This has blown my mind!,5
1270,I wish I could escape this sadness.,0
1271,I'm so scared right now.,4
1272,I love you more than words can say.,2
1273,Totally caught off guard by this!,5
1274,Life just feels so unfair right now.,0
1275,This is infuriating!,3
1276,Why does fear control me like this?,4
1277,This is my worst nightmare.,4
1278,You mean the world to me.,2
1279,You complete me.,2
1280,Love is the best feeling.,2
1281,So angry I could scream!,3
1282,I can't stop shaking from fear.,4
1283,Why does everything feel so hopeless?,0
1284,Everything feels grey today.,0
1285,I can't take this anymore!,3
1286,This is beyond frustrating.,3
1287,I can't stop crying.,0
1288,I love you more than words can say.,2
1289,I can't take this anymore!,3
1290,This is completely unexpected!,5
1291,How can people be so inconsiderate?,3
1292,You complete me.,2
1293,Love is the best feeling.,2
1294,You mean the world to me.,2
1295,I can't stop shaking from fear.,4
1296,This is terrifying!,4
1297,I'm so frustrated right now!,3
1298,All I feel is emptiness.,0
1299,This is terrifying!,4
1300,Falling in love all over again.,2
1301,Love makes everything better.,2
1302,What a pleasant surprise!,5
1303,Fear is taking over me.,4
1304,Why does everything feel so hopeless?,0
1305,Fear is taking over me.,4
1306,This has blown my mind!,5
1307,What a pleasant surprise!,5
1308,"I don't know what to do, I'm so afraid.",4
1309,Feeling on top of the world!,1
1310,Feeling on top of the world!,1
1311,"I don't know what to do, I'm so afraid.",4
1312,Missing those happy times.,0
1313,How can people be so inconsiderate?,3
1314,I wish I could escape this sadness.,0
1315,Feeling on top of the world!,1
1316,I can't believe this just happened!,5
1317,What a wonderful day!,1
1318,Everything is just perfect.,1
1319,Surprised in the best way possible!,5
1320,I can't believe this just happened!,5
1321,This is infuriating!,3
1322,Things never go my way.,0
1323,"I don't know what to do, I'm so afraid.",4
1324,So angry I could scream!,3
1325,I'm so grateful for everything!,1
1326,This is terrifying!,4
1327,This is absolutely unacceptable!,3
1328,I can't imagine life without you.,2
1329,This is infuriating!,3
1330,Surprised in the best way possible!,5
1331,Everything feels grey today.,0
1332,Things never go my way.,0
1333,Everything is just perfect.,1
1334,This is infuriating!,3
1335,I'm speechless from this surprise!,5
1336,This is absolutely unacceptable!,3
1337,The fear is overwhelming.,4
1338,I can't take this anymore!,3
1339,Everything feels grey today.,0
1340,This is terrifying!,4
1341,Life just feels so unfair right now.,0
1342,Falling in love all over again.,2
1343,"Wow, I didn't see that coming!",5
1344,I feel blessed!,1
1345,I can't believe this is happening!,3
1346,Things never go my way.,0
1347,Feeling on top of the world!,1
1348,This is beyond frustrating.,3
1349,All I feel is emptiness.,0
1350,People are just the worst sometimes!,3
1351,This has blown my mind!,5
1352,Life is beautiful!,1
1353,Why does everything feel so hopeless?,0
1354,You complete me.,2
1355,Things never go my way.,0
1356,Everything is just perfect.,1
1357,This is my worst nightmare.,4
1358,Missing those happy times.,0
1359,Why does fear control me like this?,4
1360,Love is all we need.,2
1361,I can't take this anymore!,3
1362,What a shock!,5
1363,My heart skips a beat every time I see you.,2
1364,I'm so scared right now.,4
1365,Fear is taking over me.,4
1366,I feel blessed!,1
1367,What a shock!,5
1368,People are just the worst sometimes!,3
1369,This is absolutely unacceptable!,3
1370,You mean the world to me.,2
1371,I wish I could escape this sadness.,0
1372,Missing those happy times.,0
1373,This has blown my mind!,5
1374,Feeling so down today.,0
1375,I'm frozen in fear.,4
1376,Surprised in the best way possible!,5
1377,Fear is taking over me.,4
1378,I wish I could escape this sadness.,0
1379,I feel blessed!,1
1380,I'm so grateful for everything!,1
1381,"I don't know what to do, I'm so afraid.",4
1382,Love is the best feeling.,2
1383,Love is the best feeling.,2
1384,Surprised in the best way possible!,5
1385,This is infuriating!,3
1386,I can't believe this just happened!,5
1387,This is beyond frustrating.,3
1388,"I can't breathe, I'm so scared.",4
1389,What a pleasant surprise!,5
1390,I can't take this anymore!,3
1391,My heart is so full of love.,2
1392,Can't stop smiling today!,1
1393,My heart is so full of love.,2
1394,Fear is taking over me.,4
1395,Why does fear control me like this?,4
1396,Love is all we need.,2
1397,This is completely unexpected!,5
1398,I'm feeling low.,0
1399,I'm feeling low.,0
1400,What a wonderful day!,1
1401,I never expected this outcome!,5
1402,My heart skips a beat every time I see you.,2
1403,Feeling on top of the world!,1
1404,I'm so grateful for everything!,1
1405,People are just the worst sometimes!,3
1406,Love is all we need.,2
1407,What a wonderful day!,1
1408,People are just the worst sometimes!,3
1409,I never expected this outcome!,5
1410,Today is an amazing day!,1
1411,This is beyond frustrating.,3
1412,"Wow, I didn't see that coming!",5
1413,I can't believe this is happening!,3
1414,Totally caught off guard by this!,5
1415,I feel blessed!,1
1416,What a wonderful day!,1
1417,I'm frozen in fear.,4
1418,Love is all we need.,2
1419,The fear is overwhelming.,4
1420,This has blown my mind!,5
1421,So angry I could scream!,3
1422,Today is an amazing day!,1
1423,Love makes everything better.,2
1424,"I can't breathe, I'm so scared.",4
1425,Feeling so down today.,0
1426,The fear is overwhelming.,4
1427,Happiness is all around!,1
1428,Feeling on top of the world!,1
1429,All I feel is emptiness.,0
1430,I'm speechless from this surprise!,5
1431,You mean the world to me.,2
1432,So angry I could scream!,3
1433,I'm about to explode with anger.,3
1434,I can't stop shaking from fear.,4
1435,I can't imagine life without you.,2
1436,I can't take this anymore!,3
1437,What a shock!,5
1438,What a shock!,5
1439,The fear is overwhelming.,4
1440,I can't believe this just happened!,5
1441,Surprised in the best way possible!,5
1442,What a wonderful day!,1
1443,I'm frozen in fear.,4
1444,Missing those happy times.,0
1445,Happiness is all around!,1
1446,I am so happy right now!,1
1447,How can people be so inconsiderate?,3
1448,This is terrifying!,4
1449,So angry I could scream!,3
1450,I love you more than words can say.,2
1451,You complete me.,2
1452,"Wow, I didn't see that coming!",5
1453,Love is the best feeling.,2
1454,I am so happy right now!,1
1455,Happiness is all around!,1
1456,I wish I could escape this sadness.,0
1457,This is terrifying!,4
1458,Happiness is all around!,1
1459,My heart skips a beat every time I see you.,2
1460,Can't stop smiling today!,1
1461,I love you more than words can say.,2
1462,Can't stop smiling today!,1
1463,Today is an amazing day!,1
1464,You complete me.,2
1465,I'm about to explode with anger.,3
1466,I'm feeling low.,0
1467,Totally caught off guard by this!,5
1468,This is beyond frustrating.,3
1469,My heart is so full of love.,2
1470,I am so happy right now!,1
1471,Love is all we need.,2
1472,Love makes everything better.,2
1473,What a pleasant surprise!,5
1474,This is my worst nightmare.,4
1475,I can't take this anymore!,3
1476,I feel blessed!,1
1477,Why does everything feel so hopeless?,0
1478,Life just feels so unfair right now.,0
1479,Feeling so down today.,0
1480,"I can't breathe, I'm so scared.",4
1481,Why does fear control me like this?,4
1482,Why does fear control me like this?,4
1483,My heart skips a beat every time I see you.,2
1484,Why does everything feel so hopeless?,0
1485,Love is all we need.,2
1486,People are just the worst sometimes!,3
1487,This is completely unexpected!,5
1488,This is terrifying!,4
1489,I'm so grateful for everything!,1
1490,Surprised in the best way possible!,5
1491,What a pleasant surprise!,5
1492,What a shock!,5
1493,This is my worst nightmare.,4
1494,"I don't know what to do, I'm so afraid.",4
1495,Feeling so down today.,0
1496,I'm about to explode with anger.,3
1497,Life is beautiful!,1
1498,I feel blessed!,1
1499,All I feel is emptiness.,0
1500,Everything feels grey today.,0
1501,Can't stop smiling today!,1
1502,What a wonderful day!,1
1503,I can't take this anymore!,3
1504,All I feel is emptiness.,0
1505,Fear is taking over me.,4
1506,All I feel is emptiness.,0
1507,Why does fear control me like this?,4
1508,Feeling on top of the world!,1
1509,I can't believe this is happening!,3
1510,Feeling so down today.,0
1511,I'm so scared right now.,4
1512,Surprised in the best way possible!,5
1513,Why does fear control me like this?,4
1514,This is completely unexpected!,5
1515,Falling in love all over again.,2
1516,"Wow, I didn't see that coming!",5
1517,Feeling so down today.,0
1518,I never expected this outcome!,5
1519,Why does everything feel so hopeless?,0
1520,This is infuriating!,3
1521,Everything feels grey today.,0
1522,Life is beautiful!,1
1523,Totally caught off guard by this!,5
1524,I feel blessed!,1
1525,You complete me.,2
1526,I can't imagine life without you.,2
1527,This is terrifying!,4
1528,Feeling so down today.,0
1529,Fear is taking over me.,4
1530,I can't stop crying.,0
1531,Today is an amazing day!,1
1532,Fear is taking over me.,4
1533,I'm feeling low.,0
1534,You mean the world to me.,2
1535,This is my worst nightmare.,4
1536,Missing those happy times.,0
1537,So angry I could scream!,3
1538,I can't believe this is happening!,3
1539,My heart is so full of love.,2
1540,Things never go my way.,0
1541,Love is all we need.,2
1542,I can't believe this just happened!,5
1543,This is beyond frustrating.,3
1544,This is beyond frustrating.,3
1545,"I don't know what to do, I'm so afraid.",4
1546,I'm about to explode with anger.,3
1547,Fear is taking over me.,4
1548,I can't take this anymore!,3
1549,I'm so grateful for everything!,1
1550,Love is all we need.,2
1551,My heart skips a beat every time I see you.,2
1552,Love is all we need.,2
1553,Falling in love all over again.,2
1554,I am so happy right now!,1
1555,Love is the best feeling.,2
1556,What a wonderful day!,1
1557,How can people be so inconsiderate?,3
1558,I'm so grateful for everything!,1
1559,I am so happy right now!,1
1560,My heart is so full of love.,2
1561,I'm about to explode with anger.,3
1562,"I can't breathe, I'm so scared.",4
1563,What a wonderful day!,1
1564,I can't stop shaking from fear.,4
1565,How can people be so inconsiderate?,3
1566,I love you more than words can say.,2
1567,This is absolutely unacceptable!,3
1568,Missing those happy times.,0
1569,Life is beautiful!,1
1570,You mean the world to me.,2
1571,I never expected this outcome!,5
1572,People are just the worst sometimes!,3
1573,This is terrifying!,4
1574,Falling in love all over again.,2
1575,This is completely unexpected!,5
1576,Can't stop smiling today!,1
1577,"Wow, I didn't see that coming!",5
1578,I can't take this anymore!,3
1579,This is terrifying!,4
1580,This is my worst nightmare.,4
1581,"I can't breathe, I'm so scared.",4
1582,Totally caught off guard by this!,5
1583,I'm so frustrated right now!,3
1584,"I don't know what to do, I'm so afraid.",4
1585,I'm feeling low.,0
1586,I'm frozen in fear.,4
1587,This has blown my mind!,5
1588,I can't imagine life without you.,2
1589,The fear is overwhelming.,4
1590,This is beyond frustrating.,3
1591,All I feel is emptiness.,0
1592,I love you more than words can say.,2
1593,Love is the best feeling.,2
1594,My heart skips a beat every time I see you.,2
1595,I never expected this outcome!,5
1596,I can't believe this just happened!,5
1597,"Wow, I didn't see that coming!",5
1598,I can't stop crying.,0
1599,Life just feels so unfair right now.,0
1600,Totally caught off guard by this!,5
1601,This is beyond frustrating.,3
1602,The fear is overwhelming.,4
1603,Love is the best feeling.,2
1604,Life just feels so unfair right now.,0
1605,Everything is just perfect.,1
1606,I am so happy right now!,1
1607,I can't imagine life without you.,2
1608,Today is an amazing day!,1
1609,You complete me.,2
1610,Love makes everything better.,2
1611,Life just feels so unfair right now.,0
1612,The fear is overwhelming.,4
1613,What a pleasant surprise!,5
1614,I can't believe this is happening!,3
1615,I'm frozen in fear.,4
1616,Can't stop smiling today!,1
1617,Love is all we need.,2
1618,Everything feels grey today.,0
1619,I can't believe this is happening!,3
1620,All I feel is emptiness.,0
1621,Falling in love all over again.,2
1622,I'm so frustrated right now!,3
1623,I can't stop crying.,0
1624,You mean the world to me.,2
1625,Everything is just perfect.,1
1626,Why does everything feel so hopeless?,0
1627,All I feel is emptiness.,0
1628,Everything is just perfect.,1
1629,Everything feels grey today.,0
1630,Things never go my way.,0
1631,This is beyond frustrating.,3
1632,Everything feels grey today.,0
1633,I feel blessed!,1
1634,I'm speechless from this surprise!,5
1635,Life just feels so unfair right now.,0
1636,Everything feels grey today.,0
1637,Can't stop smiling today!,1
1638,What a shock!,5
1639,Fear is taking over me.,4
1640,I can't believe this is happening!,3
1641,I can't take this anymore!,3
1642,Totally caught off guard by this!,5
1643,You mean the world to me.,2
1644,How can people be so inconsiderate?,3
1645,How can people be so inconsiderate?,3
1646,All I feel is emptiness.,0
1647,All I feel is emptiness.,0
1648,Today is an amazing day!,1
1649,Missing those happy times.,0
1650,I wish I could escape this sadness.,0
1651,Falling in love all over again.,2
1652,This is absolutely unacceptable!,3
1653,Why does fear control me like this?,4
1654,Life just feels so unfair right now.,0
1655,Things never go my way.,0
1656,What a pleasant surprise!,5
1657,I'm about to explode with anger.,3
1658,This has blown my mind!,5
1659,Feeling on top of the world!,1
1660,Love makes everything better.,2
1661,Everything is just perfect.,1
1662,I never expected this outcome!,5
1663,I can't believe this is happening!,3
1664,I'm feeling low.,0
1665,I can't take this anymore!,3
1666,Can't stop smiling today!,1
1667,I can't believe this is happening!,3
1668,You complete me.,2
1669,Totally caught off guard by this!,5
1670,I can't stop shaking from fear.,4
1671,The fear is overwhelming.,4
1672,I'm so grateful for everything!,1
1673,Feeling on top of the world!,1
1674,"Wow, I didn't see that coming!",5
1675,I can't believe this just happened!,5
1676,Surprised in the best way possible!,5
1677,I can't believe this just happened!,5
1678,So angry I could scream!,3
1679,This has blown my mind!,5
1680,Love makes everything better.,2
1681,Can't stop smiling today!,1
1682,I'm so frustrated right now!,3
1683,I'm about to explode with anger.,3
1684,So angry I could scream!,3
1685,Why does everything feel so hopeless?,0
1686,This is my worst nightmare.,4
1687,This is infuriating!,3
1688,Happiness is all around!,1
1689,My heart is so full of love.,2
1690,I'm feeling low.,0
1691,I can't imagine life without you.,2
1692,Life is beautiful!,1
1693,Feeling so down today.,0
1694,I'm frozen in fear.,4
1695,Surprised in the best way possible!,5
1696,Love is the best feeling.,2
1697,I'm frozen in fear.,4
1698,I can't stop crying.,0
1699,You mean the world to me.,2
1700,This is terrifying!,4
1701,This is infuriating!,3
1702,I never expected this outcome!,5
1703,People are just the worst sometimes!,3
1704,I can't stop shaking from fear.,4
1705,I feel blessed!,1
1706,I'm so scared right now.,4
1707,My heart is so full of love.,2
1708,I'm frozen in fear.,4
1709,Happiness is all around!,1
1710,I am so happy right now!,1
1711,The fear is overwhelming.,4
1712,Today is an amazing day!,1
1713,"Wow, I didn't see that coming!",5
1714,My heart is so full of love.,2
1715,My heart is so full of love.,2
1716,I'm so scared right now.,4
1717,This is my worst nightmare.,4
1718,I am so happy right now!,1
1719,I can't imagine life without you.,2
1720,Today is an amazing day!,1
1721,Falling in love all over again.,2
1722,Happiness is all around!,1
1723,Surprised in the best way possible!,5
1724,I'm frozen in fear.,4
1725,Today is an amazing day!,1
1726,This is infuriating!,3
1727,Everything feels grey today.,0
1728,All I feel is emptiness.,0
1729,Feeling on top of the world!,1
1730,Feeling so down today.,0
1731,I love you more than words can say.,2
1732,Love makes everything better.,2
1733,I'm so scared right now.,4
1734,What a pleasant surprise!,5
1735,Everything is just perfect.,1
1736,Love is all we need.,2
1737,Feeling so down today.,0
1738,People are just the worst sometimes!,3
1739,Life is beautiful!,1
1740,Fear is taking over me.,4
1741,What a pleasant surprise!,5
1742,Why does everything feel so hopeless?,0
1743,Falling in love all over again.,2
1744,Fear is taking over me.,4
1745,Surprised in the best way possible!,5
1746,This has blown my mind!,5
1747,I can't stop crying.,0
1748,I can't believe this just happened!,5
1749,So angry I could scream!,3
1750,I can't believe this just happened!,5
1751,Why does fear control me like this?,4
1752,Everything is just perfect.,1
1753,Happiness is all around!,1
1754,Missing those happy times.,0
1755,Life just feels so unfair right now.,0
1756,Life is beautiful!,1
1757,Falling in love all over again.,2
1758,Today is an amazing day!,1
1759,"I can't breathe, I'm so scared.",4
1760,This is completely unexpected!,5
1761,Life is beautiful!,1
1762,Feeling so down today.,0
1763,I can't stop crying.,0
1764,All I feel is emptiness.,0
1765,I wish I could escape this sadness.,0
1766,My heart skips a beat every time I see you.,2
1767,Happiness is all around!,1
1768,Feeling on top of the world!,1
1769,Why does fear control me like this?,4
1770,Fear is taking over me.,4
1771,I'm feeling low.,0
1772,I never expected this outcome!,5
1773,You complete me.,2
1774,People are just the worst sometimes!,3
1775,My heart skips a beat every time I see you.,2
1776,I can't imagine life without you.,2
1777,My heart skips a beat every time I see you.,2
1778,Life just feels so unfair right now.,0
1779,Can't stop smiling today!,1
1780,I love you more than words can say.,2
1781,Things never go my way.,0
1782,I'm about to explode with anger.,3
1783,Love makes everything better.,2
1784,I can't stop crying.,0
1785,I feel blessed!,1
1786,"I don't know what to do, I'm so afraid.",4
1787,I wish I could escape this sadness.,0
1788,You mean the world to me.,2
1789,I feel blessed!,1
1790,So angry I could scream!,3
1791,Why does everything feel so hopeless?,0
1792,I love you more than words can say.,2
1793,What a pleasant surprise!,5
1794,I'm so frustrated right now!,3
1795,I'm about to explode with anger.,3
1796,You complete me.,2
1797,Things never go my way.,0
1798,My heart skips a beat every time I see you.,2
1799,What a shock!,5
1800,I'm so scared right now.,4
1801,Falling in love all over again.,2
1802,I'm so grateful for everything!,1
1803,Happiness is all around!,1
1804,Why does fear control me like this?,4
1805,Today is an amazing day!,1
1806,This is beyond frustrating.,3
1807,Love makes everything better.,2
1808,Totally caught off guard by this!,5
1809,"Wow, I didn't see that coming!",5
1810,This is infuriating!,3
1811,I'm about to explode with anger.,3
1812,You complete me.,2
1813,What a pleasant surprise!,5
1814,Totally caught off guard by this!,5
1815,Feeling so down today.,0
1816,I'm so grateful for everything!,1
1817,This is my worst nightmare.,4
1818,I can't stop shaking from fear.,4
1819,Things never go my way.,0
1820,Feeling so down today.,0
1821,So angry I could scream!,3
1822,"Wow, I didn't see that coming!",5
1823,I'm about to explode with anger.,3
1824,My heart is so full of love.,2
1825,I'm feeling low.,0
1826,I can't imagine life without you.,2
1827,I never expected this outcome!,5
1828,This is my worst nightmare.,4
1829,"Wow, I didn't see that coming!",5
1830,Why does everything feel so hopeless?,0
1831,What a pleasant surprise!,5
1832,The fear is overwhelming.,4
1833,Things never go my way.,0
1834,I am so happy right now!,1
1835,Happiness is all around!,1
1836,I can't believe this just happened!,5
1837,This is completely unexpected!,5
1838,I can't stop crying.,0
1839,I can't believe this just happened!,5
1840,I can't believe this is happening!,3
1841,This is terrifying!,4
1842,This has blown my mind!,5
1843,Feeling so down today.,0
1844,Totally caught off guard by this!,5
1845,Happiness is all around!,1
1846,So angry I could scream!,3
1847,Can't stop smiling today!,1
